behavior,crossing_ids,ctrl_state,ctrl_v,ego_v,ego_x,ego_y,ego_yaw,lead_car_v,lead_car_x,lead_car_y,lead_car_yaw,perc_count,perc_near_x,t
,-,NO_PATH,5.38877986e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.284535071809444,11.780000000000001
,-,NO_PATH,1.05020327e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.284535071809444,11.8
,-,NO_PATH,1.05020327e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.284535071809444,11.82
,-,NO_PATH,1.11186714e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.284535071809444,11.84
,-,NO_PATH,4.48181224e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.284728012792584,11.860000000000001
,-,NO_PATH,5.03336961e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.284728012792584,11.88
,-,NO_PATH,7.77732004e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.284728012792584,11.9
,-,NO_PATH,7.77732004e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.284728012792584,11.92
,-,NO_PATH,8.89503079e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28409012783523,11.940000000000001
,-,NO_PATH,9.3295764e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28409012783523,11.96
,-,NO_PATH,1.69124373e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28409012783523,11.981
,-,NO_PATH,1.78360262e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28409012783523,12.0
,-,NO_PATH,1.78360262e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28409012783523,12.020000000000001
,-,NO_PATH,3.32601207e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.284978835217714,12.040000000000001
,-,NO_PATH,3.4651676e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.284978835217714,12.061
,-,NO_PATH,9.8289157e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.284978835217714,12.08
,-,NO_PATH,9.8289157e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.284978835217714,12.100000000000001
,-,NO_PATH,5.03350945e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.284978835217714,12.120000000000001
,-,NO_PATH,1.12867237e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28512230675532,12.14
,-,NO_PATH,1.12867237e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28512230675532,12.16
,-,NO_PATH,1.49383268e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28512230675532,12.180000000000001
,-,NO_PATH,5.25410198e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28512230675532,12.200000000000001
,-,NO_PATH,9.4670155e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28512230675532,12.22
,-,NO_PATH,2.53137229e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28377312835826,12.24
,-,NO_PATH,-2.58179977e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28377312835826,12.260000000000002
,-,NO_PATH,-2.58179977e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28377312835826,12.280000000000001
,-,NO_PATH,2.97890579e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28377312835826,12.3
,-,NO_PATH,1.14852412e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28377312835826,12.32
,-,NO_PATH,2.05118088e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28388854105607,12.340000000000002
,-,NO_PATH,6.79827627e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28388854105607,12.361
,-,NO_PATH,4.36598066e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28388854105607,12.38
,-,NO_PATH,4.36598066e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28388854105607,12.4
,-,NO_PATH,3.43115616e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28388854105607,12.42
,-,NO_PATH,1.65785991e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28313779898518,12.440000000000001
,-,NO_PATH,1.74924174e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28313779898518,12.46
,-,NO_PATH,2.43249425e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28313779898518,12.48
,-,NO_PATH,2.43249425e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28313779898518,12.5
,-,NO_PATH,1.09330096e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28313779898518,12.520000000000001
,-,NO_PATH,1.90744054e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.2827850083218,12.540000000000001
,-,NO_PATH,8.34674667e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.2827850083218,12.56
,-,NO_PATH,3.63751308e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.2827850083218,12.58
,-,NO_PATH,3.63751308e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.2827850083218,12.600000000000001
,-,NO_PATH,1.02261451e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.2827850083218,12.620000000000001
,-,NO_PATH,1.39824179e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.2827850083218,12.64
,-,NO_PATH,1.0155429e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28189749782061,12.66
,-,NO_PATH,1.0155429e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28189749782061,12.680000000000001
,-,NO_PATH,4.5807986e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28189749782061,12.700000000000001
,-,NO_PATH,5.16583662e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28189749782061,12.72
,-,NO_PATH,5.16583662e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28082692287767,12.74
,-,NO_PATH,3.63126701e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28082692287767,12.760000000000002
,-,NO_PATH,2.73611898e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28082692287767,12.780000000000001
,-,NO_PATH,5.98602494e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28082692287767,12.8
,-,NO_PATH,4.09177366e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28082692287767,12.82
,-,NO_PATH,4.09177366e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.27905737339962,12.840000000000002
,-,NO_PATH,3.66290344e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.27905737339962,12.860000000000001
,-,NO_PATH,3.66290344e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.27905737339962,12.88
,-,NO_PATH,6.67587209e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.27905737339962,12.9
,-,NO_PATH,-3.58306717e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.27905737339962,12.92
,-,NO_PATH,1.47949087e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.27855492107988,12.940000000000001
,-,NO_PATH,5.25597842e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.27855492107988,12.96
,-,NO_PATH,5.25597842e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.27855492107988,12.98
,-,NO_PATH,8.85941045e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.27855492107988,13.0
,-,NO_PATH,8.85941045e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.27855492107988,13.020000000000001
,-,NO_PATH,6.00380475e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.27887209790555,13.040000000000001
,-,NO_PATH,6.00380475e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.27887209790555,13.06
